ad_id,type,price,area,bedrooms,bathrooms,level,furnished,rent,city,region
Ad id 192237286,apartment,2562000,205,3,3,1,no,no,cairo,new cairo - el tagamoa
Ad id 194271177,penthouse,355000,210,4,4,4,no,no,cairo,new cairo - el tagamoa
Ad id 194271172,apartment,1560000,148,3,2,2,,no,cairo,new cairo - el tagamoa
Ad id 194271166,apartment,600000,168,3,2,2,,no,cairo,new cairo - el tagamoa
Ad id 194271112,apartment,2385000,160,3,2,5,no,no,cairo,new capital city
Ad id 192539227,apartment,270000,164,3,2,3,,no,cairo,new capital city
Ad id 192217144,apartment,2100000,195,3,3,1,no,no,cairo,new cairo - el tagamoa
Ad id 186611107,apartment,3500000,158,2,3,ground,no,no,giza,6th of october
Ad id 194271148,apartment,370000,155,3,2,3,,no,cairo,new cairo - el tagamoa
Ad id 194271141,apartment,1633150,184,3,2,2,no,no,cairo,new cairo - el tagamoa
Ad id 194271122,apartment,1545600,168,3,2,2,no,no,cairo,new cairo - el tagamoa
Ad id 194271119,apartment,370000,130,2,2,ground,,no,cairo,new cairo - el tagamoa
Ad id 193824111,apartment,230000,90,3,1,6,no,no,cairo,dar al-salaam
Ad id 192571630,apartment,2562000,205,3,3,1,no,no,cairo,new cairo - el tagamoa
Ad id 192116661,apartment,333700,165,2,2,ground,no,no,cairo,new cairo - el tagamoa
Ad id 194271103,apartment,5100000,244,3,3,ground,no,no,cairo,madinaty
Ad id 194271089,apartment,2600000,122,2,2,ground,no,no,cairo,new cairo - el tagamoa
Ad id 194271081,apartment,1904000,135,2,2,ground,no,no,giza,6th of october
Ad id 194271076,apartment,2570250,175,3,3,4,no,no,cairo,new cairo - el tagamoa
Ad id 194270816,penthouse,3250000,166,2,3,highest,no,no,cairo,new cairo - el tagamoa
Ad id 194264877,duplex,5500000,310,3,4,3,no,no,cairo,new cairo - el tagamoa
Ad id 192307850,apartment,1700000,165,3,3,4,no,no,cairo,new cairo - el tagamoa
Ad id 194271057,apartment,1300000,122,2,2,8,no,no,cairo,maadi
Ad id 194271042,duplex,2750000,235,4,3,3,no,no,cairo,new cairo - el tagamoa
Ad id 192571758,apartment,2520020,210,4,3,2,no,no,cairo,new cairo - el tagamoa
Ad id 190628745,apartment,340000,110,2,1,4,no,no,alexandria,nakheel
Ad id 190627696,apartment,340000,120,3,1,6,no,no,alexandria,nakheel
Ad id 183772120,apartment,180000,80,2,1,3,no,no,cairo,new cairo - el tagamoa
Ad id 194271011,apartment,3500000,220,3,2,1,no,no,cairo,new cairo - el tagamoa
Ad id 194271004,apartment,321000,155,3,2,ground,,no,cairo,new cairo - el tagamoa
Ad id 194270985,apartment,500000,154,3,2,3,,no,cairo,new cairo - el tagamoa
Ad id 194270976,apartment,2750000,200,3,2,2,no,no,cairo,new cairo - el tagamoa
Ad id 194270970,apartment,2500000,155,3,3,1,,no,cairo,new cairo - el tagamoa
Ad id 194270966,apartment,350000,135,2,2,2,,no,cairo,new cairo - el tagamoa
Ad id 194270964,apartment,1647500,190,4,3,3,no,no,cairo,new cairo - el tagamoa
Ad id 194270958,apartment,1851000,155,3,2,ground,no,no,cairo,new capital city
Ad id 194270943,apartment,1170000,130,3,1,4,no,no,cairo,nasr city
Ad id 194270932,apartment,4140000,210,3,2,2,no,no,cairo,new cairo - el tagamoa
Ad id 194270925,duplex,5200000,278,3,3,ground,no,no,cairo,new cairo - el tagamoa
Ad id 194270917,apartment,3200000,196,3,3,1,no,no,cairo,new cairo - el tagamoa
Ad id 194270916,apartment,300000,130,2,2,3,,no,cairo,new cairo - el tagamoa
Ad id 194270893,apartment,2500000,155,3,3,1,,no,cairo,new cairo - el tagamoa
Ad id 194270882,apartment,2000000,180,3,2,3,no,no,cairo,new cairo - el tagamoa
Ad id 194264821,apartment,2700000,138,2,3,1,no,no,cairo,new cairo - el tagamoa
Ad id 194115251,apartment,7000,92,2,1,ground,no,yes,cairo,rehab city
Ad id 194115249,apartment,7500,180,3,2,3,no,yes,cairo,new cairo - el tagamoa
Ad id 194115085,apartment,7500,124,3,2,ground,no,yes,cairo,madinaty
Ad id 194115075,apartment,6500,116,3,2,1,no,yes,cairo,madinaty
Ad id 194114920,apartment,11000,190,3,2,4,yes,yes,giza,faisal
Ad id 194114976,studio,5500,30,1,1,2,yes,yes,cairo,new cairo - el tagamoa
Ad id 194114913,apartment,10000,260,3,3,ground,no,yes,cairo,new cairo - el tagamoa
Ad id 194114869,studio,11000,116,1,2,2,no,yes,giza,sheikh zayed
Ad id 194113104,apartment,750,130,2,1,2,yes,yes,cairo,nasr city
Ad id 194107875,apartment,3000,140,3,1,6,no,yes,cairo,ain shams
Ad id 194114785,apartment,20000,216,3,3,2,no,yes,giza,sheikh zayed
Ad id 194114718,apartment,16000,118,2,2,ground,yes,yes,cairo,madinaty
Ad id 194114699,studio,14000,105,1,2,3,no,yes,giza,sheikh zayed
Ad id 194114646,apartment,4000,130,3,2,3,no,yes,cairo,new cairo - el tagamoa
Ad id 183346776,apartment,7000,150,3,2,ground,yes,yes,giza,hadayek al-ahram
Ad id 194114666,apartment,14000,96,2,2,4,yes,yes,cairo,madinaty
Ad id 194114600,apartment,4500,130,3,2,4,yes,yes,cairo,new cairo - el tagamoa
Ad id 194114597,penthouse,26000,234,3,3,3,no,yes,giza,sheikh zayed
Ad id 194114587,apartment,18000,143,2,3,3,no,yes,cairo,new cairo - el tagamoa
Ad id 194114576,apartment,8000,175,3,3,6,no,yes,cairo,madinaty
Ad id 194114492,apartment,6000,130,3,2,7,no,yes,cairo,katameya
Ad id 194114468,apartment,15000,105,1,2,1,yes,yes,giza,sheikh zayed
Ad id 194114409,apartment,3000,260,3,3,9,yes,yes,alexandria,san stefano
Ad id 194112295,apartment,4800,120,2,2,3,yes,yes,dakahlia,mansura
Ad id 194114322,apartment,22000,146,2,3,3,no,yes,cairo,new cairo - el tagamoa
Ad id 194114272,apartment,5500,220,3,2,1,no,yes,cairo,shorouk city
Ad id 194114268,apartment,6000,116,3,2,4,,yes,cairo,madinaty
Ad id 194114227,apartment,4700,91,2,1,ground,no,yes,cairo,madinaty
Ad id 194114167,apartment,23000,90,2,2,ground,yes,yes,cairo,rehab city
Ad id 194114102,apartment,8000,300,1,1,highest,no,yes,cairo,new cairo - el tagamoa
Ad id 194087380,apartment,2500,125,3,1,ground,,yes,sharqia,10th of ramadan
Ad id 194114063,apartment,4500,170,3,1,7,,yes,cairo,nasr city
Ad id 193988395,apartment,20000,185,3,2,1,yes,yes,cairo,new cairo - el tagamoa
Ad id 194113988,apartment,25000,210,3,4,3,no,yes,cairo,new cairo - el tagamoa
Ad id 194113345,apartment,400,130,3,1,4,yes,yes,cairo,heliopolis
Ad id 194113888,apartment,10000,70,2,1,1,yes,yes,giza,sheikh zayed
Ad id 192385302,apartment,15000,250,3,3,9,,yes,alexandria,raml station
Ad id 194113759,apartment,13000,196,4,3,3,no,yes,cairo,rehab city
Ad id 194113680,apartment,11000,99,2,1,4,yes,yes,cairo,rehab city
Ad id 194113577,apartment,11000,125,2,2,2,no,yes,cairo,new cairo - el tagamoa
Ad id 194113362,apartment,15000,99,2,1,3,yes,yes,cairo,rehab city
Ad id 194113361,apartment,7500,110,2,2,ground,no,yes,cairo,rehab city
Ad id 194113331,apartment,5500,107,2,1,5,no,yes,cairo,madinaty
Ad id 194113213,apartment,8000,140,2,3,5,no,yes,cairo,madinaty
Ad id 194113175,apartment,14000,144,3,2,1,no,yes,cairo,new cairo - el tagamoa
Ad id 194264821,apartment,2700000,138,2,3,1,no,no,cairo,new cairo - el tagamoa
Ad id 194205975,apartment,350000,130,2,2,3,no,no,cairo,new cairo - el tagamoa
Ad id 194024769,apartment,1430000,191,3,3,2,no,no,giza,6th of october
Ad id 182688653,apartment,190000,164,3,2,3,,no,cairo,new capital city
Ad id 194270836,apartment,4450000,149,3,2,2,no,no,giza,sheikh zayed
Ad id 194270828,apartment,715000,80,2,1,2,no,no,giza,hadayek 6th of october
Ad id 194270825,apartment,2600000,165,3,3,3,,no,cairo,new cairo - el tagamoa
Ad id 194270814,apartment,1450000,100,2,2,3,no,no,giza,hadayek 6th of october
Ad id 194270812,apartment,400000,165,3,2,ground,no,no,cairo,new cairo - el tagamoa
Ad id 194270811,apartment,4640000,166,3,2,2,no,no,cairo,new cairo - el tagamoa
Ad id 194206419,apartment,400000,155,3,2,3,no,no,cairo,rehab city
Ad id 192364481,apartment,520000,160,2,2,2,,no,cairo,new cairo - el tagamoa
Ad id 192364427,apartment,630000,183,3,4,2,,no,cairo,new cairo - el tagamoa
Ad id 194270808,duplex,3969000,337,4,4,2,no,no,cairo,new capital city
Ad id 194270804,apartment,675000,133,3,2,2,no,no,cairo,new cairo - el tagamoa
Ad id 194270799,apartment,1700000,122,3,2,3,,no,giza,sheikh zayed
Ad id 194270786,apartment,2340000,416,4,3,ground,no,no,cairo,new cairo - el tagamoa
Ad id 194270783,apartment,600000,189,3,2,2,,no,cairo,new capital city
Ad id 194270780,apartment,4187110,147,3,3,1,no,no,giza,6th of october
Ad id 194270778,apartment,2899678,135.56,2,2,2,no,no,cairo,new cairo - el tagamoa
Ad id 194270775,apartment,1395000,155,3,2,2,no,no,cairo,nasr city
Ad id 194270774,apartment,396000,164,3,2,5,no,no,cairo,new cairo - el tagamoa
Ad id 194270773,apartment,1600000,200,3,2,3,no,no,cairo,new cairo - el tagamoa
Ad id 194270768,apartment,1000000,150,3,2,2,,no,cairo,new cairo - el tagamoa
Ad id 194270762,apartment,1950000,230,3,3,2,no,no,giza,sheikh zayed
Ad id 192324130,apartment,4000000,120,2,2,3,,no,cairo,new cairo - el tagamoa
Ad id 194270755,apartment,2600000,165,3,3,2,,no,cairo,new cairo - el tagamoa
Ad id 194270753,penthouse,4000000,135,3,2,4,no,no,cairo,new cairo - el tagamoa
Ad id 194270749,apartment,3590000,140,3,3,ground,no,no,cairo,new cairo - el tagamoa
Ad id 194270731,apartment,3200000,200,3,3,1,no,no,cairo,new cairo - el tagamoa
Ad id 194270727,apartment,2300000,115,2,2,3,no,no,cairo,new cairo - el tagamoa
Ad id 194270726,duplex,3000000,450,5,3,ground,no,no,cairo,new cairo - el tagamoa
Ad id 194265779,studio,2000000,100,1,2,ground,no,no,cairo,new cairo - el tagamoa
Ad id 183209148,duplex,1357000,178,3,2,3,,no,giza,6th of october
Ad id 183056728,duplex,1550000,320,4,3,ground,,no,giza,6th of october
Ad id 182988729,apartment,1400000,345,4,3,ground,,no,giza,6th of october
Ad id 194270717,apartment,1900000,190,3,3,ground,no,no,cairo,new cairo - el tagamoa
Ad id 194270714,penthouse,304000,184,4,4,4,no,no,cairo,new cairo - el tagamoa
Ad id 194270696,apartment,2910000,120,2,1,3,no,no,cairo,new cairo - el tagamoa
Ad id 194270687,apartment,2300000,147,2,2,ground,no,no,cairo,new cairo - el tagamoa
Ad id 194270681,apartment,1200000,210,3,2,4,no,no,cairo,new cairo - el tagamoa
Ad id 194270680,apartment,1663400,182,4,3,2,no,no,cairo,new cairo - el tagamoa
Ad id 194270673,apartment,4650000,168,3,3,ground,no,no,cairo,new cairo - el tagamoa
Ad id 194270672,apartment,320000,120,3,1,4,no,no,alexandria,nakheel
Ad id 185060312,apartment,1300000,195,3,2,ground,,no,giza,6th of october
Ad id 194113175,apartment,14000,144,3,2,1,no,yes,cairo,new cairo - el tagamoa
Ad id 194113283,apartment,12500,180,3,3,3,no,yes,cairo,rehab city
Ad id 194113189,apartment,8000,158,3,3,ground,no,yes,cairo,madinaty
Ad id 194113186,apartment,9000,157,3,3,ground,,yes,cairo,madinaty
Ad id 194113164,apartment,16000,250,3,3,5,no,yes,giza,dokki
Ad id 194093243,apartment,7000,120,2,2,1,no,yes,cairo,new cairo - el tagamoa
Ad id 194113092,apartment,7500,130,3,2,ground,no,yes,giza,sheikh zayed
Ad id 194113078,apartment,14000,123,3,2,2,yes,yes,cairo,rehab city
Ad id 194113030,apartment,7500,155,3,3,3,no,yes,cairo,rehab city
Ad id 194113025,room,3500,200,3,3,ground,yes,yes,cairo,new cairo - el tagamoa
Ad id 194113015,apartment,25000,205,3,4,2,no,yes,giza,sheikh zayed
Ad id 194112992,apartment,6000,130,2,2,2,,yes,cairo,nasr city
Ad id 194112979,apartment,5000,82,2,1,1,,yes,cairo,madinaty
Ad id 194112971,apartment,14500,240,3,3,5,no,yes,giza,dokki
Ad id 194112958,apartment,5000,120,2,1,4,,yes,cairo,downtown cairo
Ad id 194112953,apartment,4700,91,2,1,ground,no,yes,cairo,new cairo - el tagamoa
Ad id 194112924,apartment,25000,280,3,3,ground,no,yes,cairo,new cairo - el tagamoa
Ad id 194112941,apartment,11000,96,2,2,1,yes,yes,cairo,madinaty
Ad id 194112907,apartment,7500,155,3,3,3,no,yes,cairo,rehab city
Ad id 194112861,apartment,5000,130,2,2,10,,yes,cairo,nasr city
Ad id 194112855,apartment,20000,230,3,3,2,no,yes,giza,sheikh zayed
Ad id 194112823,apartment,7000,170,3,2,2,no,yes,cairo,heliopolis
Ad id 194088116,apartment,4000,185,3,2,3,no,yes,sharqia,10th of ramadan
Ad id 194112783,apartment,9000,190,3,2,2,no,yes,cairo,new cairo - el tagamoa
Ad id 194112747,apartment,5000,140,3,2,1,,yes,cairo,nasr city
Ad id 194062646,apartment,7000,130,2,1,4,,yes,cairo,nasr city
Ad id 194112718,apartment,17000,112,3,2,2,yes,yes,giza,sheikh zayed
Ad id 194112695,apartment,13000,90,2,1,ground,yes,yes,cairo,rehab city
Ad id 194112666,apartment,15000,250,4,2,ground,,yes,cairo,nasr city
Ad id 194112604,apartment,13000,90,2,1,2,yes,yes,cairo,rehab city
Ad id 194112562,apartment,3000,86,2,1,4,,yes,cairo,nasr city
Ad id 194112561,apartment,18000,140,3,3,ground,yes,yes,cairo,rehab city
Ad id 194112531,apartment,16000,136,3,2,ground,yes,yes,cairo,rehab city
Ad id 194112494,apartment,6000,116,3,2,4,no,yes,cairo,madinaty
Ad id 193174296,studio,3700,80,1,1,ground,yes,yes,giza,6th of october
Ad id 194112485,apartment,10000,150,3,2,ground,,yes,giza,6th of october
Ad id 194108561,apartment,6000,150,3,1,1,no,yes,cairo,gesr al suez
Ad id 188513685,duplex,13000,320,3,2,2,no,yes,cairo,new cairo - el tagamoa
Ad id 194112415,apartment,12000,200,3,2,1,yes,yes,giza,sheikh zayed
Ad id 194112408,apartment,25000,146,2,3,5,yes,yes,cairo,new cairo - el tagamoa
Ad id 194112403,apartment,13000,290,4,3,1,no,yes,cairo,new cairo - el tagamoa
Ad id 194112372,apartment,12000,110,2,1,6,yes,yes,cairo,maadi
Ad id 194112279,apartment,12000,180,3,2,4,,yes,cairo,nasr city
Ad id 194112274,apartment,7500,143,3,1,2,no,yes,cairo,madinaty
Ad id 194112225,apartment,25000,350,3,3,2,,yes,cairo,rehab city
Ad id 185060312,apartment,1300000,195,3,2,ground,,no,giza,6th of october
Ad id 194270661,apartment,755000,165,3,3,2,,no,cairo,new cairo - el tagamoa
Ad id 194270657,apartment,350000,175,3,2,2,,no,cairo,new cairo - el tagamoa
Ad id 194270652,apartment,5216000,165,3,2,3,no,no,cairo,new cairo - el tagamoa
Ad id 194270651,apartment,4450000,149,3,2,2,no,no,giza,sheikh zayed
Ad id 194270648,penthouse,35000,190,3,3,highest,no,no,cairo,new cairo - el tagamoa
Ad id 194270637,apartment,6500000,147,3,2,4,,no,cairo,new cairo - el tagamoa
Ad id 194199372,apartment,2500000,140,3,2,1,no,no,cairo,madinaty
Ad id 193895321,apartment,4500000,262,3,3,6,no,no,alexandria,laurent
Ad id 184209423,apartment,295000,144,3,2,3,,no,cairo,new capital city
Ad id 194270619,apartment,2700000,320,4,3,2,no,no,cairo,new cairo - el tagamoa
Ad id 194270618,apartment,2950000,150,3,1,3,no,no,cairo,heliopolis
Ad id 194270609,apartment,2500000,172,3,3,2,no,no,giza,6th of october
Ad id 194270600,apartment,1256000,157,3,3,1,,no,cairo,new cairo - el tagamoa
Ad id 194270596,studio,2425000,49,1,1,10+,no,no,giza,sheikh zayed
Ad id 194270591,apartment,280000,135,2,2,3,no,no,cairo,new cairo - el tagamoa
Ad id 194270590,apartment,370000,155,3,2,3,,no,cairo,new cairo - el tagamoa
Ad id 194233587,apartment,1500000,140,3,1,8,no,no,alexandria,moharam bik
Ad id 184200635,apartment,300000,146,3,2,4,,no,cairo,new capital city
Ad id 183867774,apartment,270000,136,2,2,3,,no,cairo,new capital city
Ad id 194270586,duplex,3960000,337,5,4,3,no,no,cairo,new capital city
Ad id 194270580,apartment,390000,160,3,2,3,,no,cairo,new cairo - el tagamoa
Ad id 194270573,apartment,1892600,228,4,3,3,no,no,cairo,new cairo - el tagamoa
Ad id 194270569,duplex,6250000,325,3,3,ground,no,no,cairo,new cairo - el tagamoa
Ad id 194270567,apartment,3720000,140,2,1,ground,no,no,cairo,new cairo - el tagamoa
Ad id 194270563,apartment,250000,150,2,2,4,no,no,alexandria,agami
Ad id 194270554,apartment,136838,147,2,3,ground,no,no,cairo,new cairo - el tagamoa
Ad id 194270549,apartment,2500000,170,3,3,1,,no,cairo,new cairo - el tagamoa
Ad id 192325399,apartment,5000000,165,3,3,ground,,no,cairo,new cairo - el tagamoa
Ad id 194270534,duplex,3300000,300,5,4,4,no,no,cairo,new capital city
Ad id 194270529,apartment,425000,220,4,3,3,,no,cairo,new cairo - el tagamoa
Ad id 194270518,apartment,500000,165,3,2,2,,no,cairo,new cairo - el tagamoa
Ad id 194270509,duplex,3744900,420,4,3,3,no,no,cairo,new capital city
Ad id 192432275,apartment,2600000,160,3,2,2,,no,cairo,new cairo - el tagamoa
Ad id 194270496,penthouse,2163000,200,3,4,4,no,no,cairo,shorouk city
Ad id 194270492,apartment,3355000,198,3,3,3,no,no,cairo,new cairo - el tagamoa
Ad id 194270476,apartment,3740000,128,2,1,2,no,no,cairo,new cairo - el tagamoa
Ad id 192451828,duplex,5200000,278,4,4,ground,,no,cairo,new cairo - el tagamoa
Ad id 191781352,apartment,350000,170,3,2,3,,no,cairo,rehab city
Ad id 194270465,apartment,2150000,162,3,3,2,,no,cairo,new cairo - el tagamoa
Ad id 194270464,apartment,2500000,170,3,3,1,,no,cairo,new cairo - el tagamoa
Ad id 194270462,apartment,1125000,125,2,2,1,no,no,cairo,nasr city
Ad id 194270448,apartment,2122000,175,5,4,5,no,no,cairo,new capital city
Ad id 194270444,apartment,1200000,130,3,2,1,no,no,cairo,shorouk city
Ad id 194270435,apartment,1957500,225,3,3,2,no,no,giza,sheikh zayed
Ad id 194111923,apartment,10500,210,3,3,2,no,yes,cairo,new cairo - el tagamoa
Ad id 194111896,apartment,15000,135,3,2,4,yes,yes,cairo,madinaty
Ad id 194111884,apartment,5500,120,3,1,ground,no,yes,cairo,nasr city
Ad id 194111858,apartment,11000,135,3,2,1,yes,yes,cairo,madinaty
Ad id 194111842,duplex,15000,350,3,1,ground,no,yes,cairo,new cairo - el tagamoa
Ad id 194111831,apartment,18000,151,3,2,1,yes,yes,giza,sheikh zayed
Ad id 194111820,apartment,6000,116,3,2,4,no,yes,cairo,madinaty
Ad id 194111816,apartment,7500,131,3,2,2,no,yes,cairo,rehab city
Ad id 194111641,apartment,3800,75,2,1,2,yes,yes,suez,suez district
Ad id 194003342,duplex,25000,250,3,2,ground,no,yes,cairo,new cairo - el tagamoa
Ad id 194111812,apartment,245050,169,3,3,3,,yes,cairo,new capital city
Ad id 194111809,apartment,13000,90,2,1,2,,yes,cairo,rehab city
Ad id 194111792,apartment,13000,100,2,1,3,yes,yes,cairo,madinaty
Ad id 194111752,apartment,4500,130,3,2,1,no,yes,cairo,new cairo - el tagamoa
Ad id 194111656,apartment,25000,130,3,2,ground,yes,yes,giza,sheikh zayed
Ad id 194111634,apartment,10000,180,3,3,3,no,yes,cairo,rehab city
Ad id 194111594,apartment,12000,150,2,3,7,no,yes,cairo,heliopolis
Ad id 194111596,apartment,3500,100,2,1,ground,no,yes,cairo,new cairo - el tagamoa
Ad id 194111555,apartment,10000,155,3,3,1,yes,yes,cairo,rehab city
Ad id 194111429,apartment,500,120,2,1,10+,yes,yes,alexandria,miami
Ad id 194111525,apartment,6000,116,3,2,2,no,yes,cairo,madinaty
Ad id 194111517,apartment,12000,260,3,2,1,no,yes,cairo,new cairo - el tagamoa
Ad id 194111515,apartment,12000,109,3,2,2,no,yes,giza,sheikh zayed
Ad id 194111186,apartment,12500,210,3,3,4,no,yes,alexandria,roushdy
Ad id 194111510,apartment,10000,171,3,3,ground,no,yes,cairo,rehab city
Ad id 194111462,apartment,7000,140,3,1,10+,no,yes,alexandria,smoha
Ad id 194111444,apartment,6200,250,3,2,1,,yes,giza,6th of october
Ad id 194111436,apartment,10000,200,4,3,3,no,yes,alexandria,gianaclis
Ad id 188093038,apartment,1800,300,4,3,10+,yes,yes,giza,mohandessin
Ad id 194111387,apartment,9000,115,3,3,ground,no,yes,cairo,rehab city
Ad id 194111358,apartment,35000,220,3,3,4,yes,yes,giza,dokki
Ad id 194111280,apartment,12000,170,3,2,9,yes,yes,giza,dokki
Ad id 194111254,apartment,7500,96,2,2,1,yes,yes,cairo,madinaty
Ad id 194111214,apartment,7500,200,3,2,7,no,yes,alexandria,bolkly
Ad id 191174716,apartment,11000,102,2,1,ground,no,yes,giza,sheikh zayed
Ad id 194111127,apartment,23000,143,2,2,1,yes,yes,cairo,new cairo - el tagamoa
Ad id 194111112,apartment,12000,180,3,2,4,no,yes,cairo,new cairo - el tagamoa
Ad id 194027478,apartment,6500,180,3,2,ground,no,yes,cairo,new cairo - el tagamoa
Ad id 194111040,studio,17500,90,1,1,3,no,yes,cairo,new cairo - el tagamoa
Ad id 194110999,apartment,6000,140,2,2,1,yes,yes,giza,faisal
Ad id 194111004,apartment,23000,305,5,4,1,no,yes,cairo,rehab city
Ad id 194092517,apartment,4000,100,4,1,ground,,yes,alexandria,kafr abdo
Ad id 194110953,apartment,15000,140,3,3,2,yes,yes,giza,sheikh zayed
Ad id 194110950,apartment,4000,120,3,1,2,yes,yes,cairo,badr city
Ad id 194110920,apartment,20000,230,3,3,2,no,yes,giza,sheikh zayed
Ad id 194270435,apartment,1957500,225,3,3,2,no,no,giza,sheikh zayed
Ad id 194242340,apartment,510000,161,3,3,2,no,no,cairo,new cairo - el tagamoa
Ad id 194270415,penthouse,4497000,220,2,3,3,no,no,cairo,new cairo - el tagamoa
Ad id 194270405,apartment,330000,165,3,2,3,,no,cairo,nasr city
Ad id 194270399,apartment,2550000,160,3,3,2,,no,cairo,new cairo - el tagamoa
Ad id 194270397,apartment,600000,228,3,3,2,,no,giza,6th of october
Ad id 194270394,apartment,2440000,173,3,3,1,no,no,giza,6th of october
Ad id 193815519,apartment,1269643,145,2,3,ground,no,no,cairo,obour city
Ad id 194270384,apartment,2350000,170,3,3,2,,no,cairo,new cairo - el tagamoa
Ad id 194270380,apartment,620000,130,3,2,6,no,no,alexandria,agami
Ad id 194270375,apartment,1595000,145,3,2,ground,no,no,cairo,new cairo - el tagamoa
Ad id 194270373,apartment,1710000,145,3,3,3,,no,cairo,new cairo - el tagamoa
Ad id 194270348,apartment,2975000,165,3,3,2,,no,cairo,new cairo - el tagamoa
Ad id 194270344,penthouse,4200000,166,3,3,4,,no,cairo,new cairo - el tagamoa
Ad id 194267349,apartment,590000,125,2,1,7,no,no,alexandria,agami
Ad id 194252242,duplex,605000,203,3,3,ground,,no,giza,sheikh zayed
Ad id 193809311,apartment,260000,165,3,3,2,no,no,cairo,new capital city
Ad id 194270339,apartment,2500000,155,2,2,2,no,no,cairo,new cairo - el tagamoa
Ad id 194270331,duplex,1612757,280,4,4,ground,,no,giza,6th of october
Ad id 194270303,duplex,3700000,272,3,3,ground,no,no,giza,6th of october
Ad id 194270302,apartment,1850235,155,3,3,ground,no,no,cairo,new capital city
Ad id 194268591,apartment,970000,155,3,2,4,no,no,giza,faisal
Ad id 193896271,apartment,4350000,190,3,3,2,no,no,cairo,new cairo - el tagamoa
Ad id 193896144,apartment,4200000,192,3,3,ground,yes,no,cairo,new cairo - el tagamoa
Ad id 192570830,apartment,2600000,160,3,3,5,,no,cairo,new cairo - el tagamoa
Ad id 194270295,apartment,1400000,105,3,1,2,no,no,giza,hadayek 6th of october
Ad id 194270280,apartment,3200000,210,3,3,1,no,no,cairo,new cairo - el tagamoa
Ad id 194270278,apartment,400000,140,3,1,1,no,no,cairo,new cairo - el tagamoa
Ad id 194270275,duplex,4250000,430,3,3,3,no,no,cairo,new cairo - el tagamoa
Ad id 194270269,penthouse,4497000,220,2,3,3,no,no,cairo,new cairo - el tagamoa
Ad id 194270266,apartment,3400000,140,3,2,4,no,no,cairo,madinaty
Ad id 194270259,apartment,1260000,140,3,2,3,no,no,cairo,nasr city
Ad id 194270106,apartment,103000,185,3,3,2,no,no,giza,sheikh zayed
Ad id 194232973,apartment,2000000,154,3,2,1,,no,monufia,shebin al-koum
Ad id 194166901,apartment,3550000,160,3,2,2,,no,cairo,new cairo - el tagamoa
Ad id 192843314,apartment,363000,157,3,2,3,no,no,cairo,nasr city
Ad id 192760008,duplex,600000,215,3,3,ground,no,no,cairo,new cairo - el tagamoa
Ad id 192570764,apartment,2550000,165,3,3,4,,no,cairo,new cairo - el tagamoa
Ad id 194270235,duplex,7612780,281,3,3,2,no,no,cairo,new cairo - el tagamoa
Ad id 194270221,apartment,2700000,155,3,3,3,no,no,cairo,rehab city
Ad id 194270217,apartment,2300000,170,3,2,4,no,no,cairo,maadi
Ad id 194270214,apartment,2600000,155,2,1,3,no,no,cairo,new cairo - el tagamoa
Ad id 194270202,apartment,8200000,170,3,3,2,,no,cairo,new cairo - el tagamoa
Ad id 194270201,apartment,1800000,185,3,2,3,no,no,giza,sheikh zayed
Ad id 194267164,apartment,297000,233,4,4,2,,no,giza,6th of october
Ad id 194110920,apartment,20000,230,3,3,2,no,yes,giza,sheikh zayed
Ad id 194110899,apartment,6000,124,3,2,2,no,yes,cairo,madinaty
Ad id 194110891,apartment,6000,116,3,2,4,no,yes,cairo,madinaty
Ad id 193635341,apartment,9500,185,2,1,3,yes,yes,cairo,maadi
Ad id 194110865,apartment,7500,131,3,2,4,no,yes,cairo,rehab city
Ad id 194110850,apartment,37000,400,4,4,5,yes,yes,alexandria,glim
Ad id 194110844,apartment,6000,85,1,1,1,no,yes,giza,mohandessin
Ad id 194110833,apartment,300,90,2,1,5,,yes,alexandria,mandara
Ad id 194110784,apartment,7000,140,3,2,4,no,yes,cairo,madinaty
Ad id 194110778,apartment,350,90,3,1,10+,yes,yes,alexandria,mandara
Ad id 194110760,apartment,200,90,2,1,9,yes,yes,alexandria,mandara
Ad id 194110755,apartment,14000,165,3,3,2,no,yes,giza,sheikh zayed
Ad id 194110752,apartment,3000,125,2,1,4,no,yes,dakahlia,mansura
Ad id 194110740,apartment,6000,170,2,1,5,no,yes,cairo,shubra
Ad id 194110708,apartment,250,90,3,1,10+,yes,yes,alexandria,mandara
Ad id 194110662,apartment,250,90,2,1,6,yes,yes,alexandria,mandara
Ad id 194110636,apartment,8000,102,2,2,1,no,yes,cairo,new cairo - el tagamoa
Ad id 194110618,apartment,250,90,3,1,3,yes,yes,alexandria,mandara
Ad id 194110613,duplex,23000,255,3,4,2,no,yes,giza,sheikh zayed
Ad id 194110612,apartment,58000,82,2,1,3,no,yes,giza,hadayek 6th of october
Ad id 194110458,apartment,6500,105,3,1,1,no,yes,cairo,rehab city
Ad id 194110573,apartment,350,80,2,1,1,yes,yes,alexandria,montazah
Ad id 194110557,apartment,25000,250,3,3,5,yes,yes,cairo,new cairo - el tagamoa
Ad id 194093907,apartment,3000,100,3,1,4,no,yes,giza,sheikh zayed
Ad id 194110542,apartment,10000,99,2,2,ground,no,yes,cairo,new cairo - el tagamoa
